airport_key,airport,airport_icao,latitude_x,longitude_x,timezone,city,country,continent,country_code,geoname_id,name,asciiname,alternatenames,admin1_code,admin2_code,latitude_y,longitude_y,haversine,state,county
5035,Penang International,WMKP,5.292961,100.265175,Asia/Kuala_Lumpur,Penang,Malaysia,Asia,MY,6301257,Penang International Airport,Penang International Airport,"Bandar Udara Internasional Pulau Pinang,Bayan Lepas International Airport,Lapangan Terbang Antarabangsa Pulau Pinang,PEN,Penang International Airport,WMKP",9.0,,5.29714,100.27686,1.3746897949157304,,
5036,Pangkor Airport,WMPA,4.216667,100.7,Asia/Kuala_Lumpur,Pangkor,Malaysia,Asia,MY,7731400,Pangkor Airport,Pangkor Airport,"Lapangan Terbang Pangkor,PKG,WMPA",,,4.24472,100.553,16.596910046113255,,
5037,LTS Pulau Redang,WMPR,5.7652779999999995,103.00694,Asia/Kuala_Lumpur,Redang,Malaysia,Asia,MY,7731460,Redang Airport,Redang Airport,"Pulau Redang Airport,RDN,Redang Island Airport,WMPR",,,5.765280000000001,103.007,0.006641682071288778,,
5038,Ranau,WBKR,5.95,116.66666399999998,Asia/Kuching,Ranau,Malaysia,Asia,MY,7731465,Ranau Airport,Ranau Airport,"Aeroport de Ranau,Aéroport de Ranau,RNU,Ranau Airport,WBKR",16.0,,5.95654,116.67922,1.5675304869853761,,
5039,Sibu,WBGS,2.254997,111.98657,Asia/Kuching,Sibu,Malaysia,Asia,MY,6301211,Sibu Airport,Sibu Airport,"SBW,Sibu,Sibu Airport,WBGS",,,2.2616,111.98532,0.747241552902486,,
5040,Sandakan,WBKS,5.896877,118.06183999999999,Asia/Kuching,Sandakan,Malaysia,Asia,MY,6301213,Sandakan Airport,Sandakan Airport,"SDK,Sandakan,Sandakan Airport,WBKS",,,5.9009,118.05949,0.5173702693567237,,
5041,Semporna,WBKA,4.4166669999999995,118.83333600000002,Asia/Kuching,Semporna,Malaysia,Asia,MY,7731498,Semporna Airport,Semporna Airport,"SMM,WBKA",16.0,,4.45,118.583,27.99925420564958,,
5042,Sepulot,WBKO,4.712222,116.45695,Asia/Kuching,Sepulot,Malaysia,Asia,MY,7731501,Sepulot Airport,Sepulot Airport,"SPE,WBKO",16.0,,4.7330000000000005,116.46700000000001,2.564832418304694,,
5043,Sitiawan,WMBA,4.216667,100.7,Asia/Kuala_Lumpur,Sitiawan,Malaysia,Asia,MY,6301252,Sitiawan Airport,Sitiawan Airport,"SWY,Sitiawan,Sitiawan Airport,WMBA",,,4.21667,100.7,0.00033358524060494776,,
5044,Sahabat 16,WBKH,5.089722,119.09167,Asia/Kuching,Sahabat 16,Malaysia,Asia,MY,7731525,Sahabat [Sahabat 16] Airport,Sahabat [Sahabat 16] Airport,"SXS,WBKH",16.0,,5.08778,119.094,0.3364924130962252,,
5045,Taman Negara,WMAN,4.330556,102.39667,Asia/Kuala_Lumpur,Taman Negara,Malaysia,Asia,MY,7731526,Sungai Tiang Airport,Sungai Tiang Airport,"SXT,WMAN",6.0,,4.33028,102.395,0.18769173410734746,,
5046,Telupid,WBKE,5.5833330000000005,117.11667,Asia/Kuching,Telupid,Malaysia,Asia,MY,7731539,Telupid Airport,Telupid Airport,"TEL,WBKE",16.0,,5.62861,117.126,5.1393602783539585,,
5047,Tanjung Manis,WBGT,2.176315,111.20335,Asia/Kuching,Tanjung Manis,Malaysia,Asia,MY,7731543,Tanjung Manis Airport,Tanjung Manis Airport,"TGC,WBTM",11.0,,2.17784,111.20200000000001,0.22639861655396365,,
5048,Sultan Mahmood,WMKN,5.380504,103.10642,Asia/Kuala_Lumpur,Kuala Terengganu,Malaysia,Asia,MY,1746155,Sultan Mahmud Airport,Sultan Mahmud Airport,"Lapangan Terbang Sultan Mahmud,Seberang Takir Airfield,Sultan Mahmud Airport,TGG,WMKN",13.0,,5.3838,103.1042,0.4412729573422,,
5049,Tomanggong,WBKM,5.4,118.65,Asia/Kuching,Tomanggong,Malaysia,Asia,MY,7731553,Tomanggong Airport,Tomanggong Airport,"Lapangan Terbang Tommanggong,TMG,WBKM",16.0,,5.4,118.65,0.0,,
5050,Tioman,WMBT,2.75,104.166664,Asia/Kuala_Lumpur,Tioman,Malaysia,Asia,MY,6354928,Tioman Airport,Tioman Airport,"TOD,WMBT",1.0,,2.8178900000000002,104.15949,7.590965675521137,,
5051,Taiping,WMBI,4.85,100.73333000000001,Asia/Kuala_Lumpur,Taiping,Malaysia,Asia,MY,7731557,Taiping (Tekah) Airport,Taiping (Tekah) Airport,"TPG,WMBI",7.0,,4.867,100.71700000000001,2.6166449493477795,,
5052,Tawau,WBKW,4.26275,117.88486499999999,Asia/Kuching,Tawau,Malaysia,Asia,MY,6301215,Tawau Airport,Tawau Airport,"Aeroport de Tawau,Aeropuerto de Tawau,Aéroport de Tawau,Bandar Udara Tawau,Flughafen Tawau,Lapangan Terbang Tawau,San bay Tawau,Sân bay Tawau,TWU,Tawau Airport,WBKW,dou hu guo ji ji chang,frwdgah tawayw,tawau kong gang,فرودگاه تاوائو,タワウ空港,斗湖国际机场",16.0,1733595.0,4.31337,118.12195,26.884714375539353,,
5053,Attopeu,VLAP,14.8,106.83333600000002,Asia/Vientiane,Attopeu,Laos,Asia,LA,6301105,Attapeu International Airport,Attapeu International Airport,"AOU,Attapeu International Airport,Mezhdunarodnyj aehroport Attapy,VLAP,Международный аэропорт Аттапы",1.0,,14.793,107.045,22.768825575675343,,
5054,Luang Prabang,VLLB,19.897054999999998,102.16371,Asia/Vientiane,Luang Prabang,Laos,Asia,LA,6301107,Luang Prabang International Airport,Luang Prabang International Airport,"Aeroport international de Luang Prabang,Aeropuerto Internacional de Luang Prabang,Aéroport international de Luang Prabang,Bandar Udara Internasional Luang Prabang,Flughafen Luang Prabang,LPQ,Luang Prabang International Airport,VLLB,frwdgah byn‌almlly lwang prabang,lang bo la bang guo ji ji chang,lu'anga prabanga antararastriya vimanatala,luangpeulabang gugjegonghang,mtar lwangh brabangh aldwly,ruanpaban guo ji kong gang,tha xakasyan nanachati hlwng phra bang,فرودگاه بین‌المللی لوآنگ پرابانگ,مطار لوانغ برابانغ الدولي,लुआंग प्रबांग आंतरराष्ट्रीय विमानतळ,ท่าอากาศยานนานาชาติหลวงพระบาง,ສະໜາມບນສາກນຫວງພະບາງ,ສະໜາມບິນສາກົນຫຼວງພະບາງ,ルアンパバーン国際空港,琅勃拉邦國際機場,루앙프라방 국제공항",17.0,,19.899079999999998,102.16255,0.2557572707009554,,
5055,Luang Namtha,VLLN,21.05,101.46667,Asia/Vientiane,Luang Namtha,Laos,Asia,LA,7668611,Louang Namtha Airport,Louang Namtha Airport,"LXG,Louang Namtha Airport,VLLN,ສະຫນາມບນຫວງາທາ,ສະຫນາມບິນຫຼວງ້ໍາທາ",16.0,,20.9605,101.4025,11.975533388852043,,
5056,Sam Neua,VLSN,20.416667999999998,104.066666,Asia/Vientiane,Sam Neua,Laos,Asia,LA,7730220,Sam Neua Airport,Sam Neua Airport,"NEU,VLSN",3.0,,20.4184,104.06700000000001,0.19570976499549808,,
5057,Oudomxai,VLOS,20.583332000000002,104.166664,Asia/Vientiane,Oudomxay,Laos,Asia,LA,7731360,Oudomsay Airport,Oudomsay Airport,"ODY,VLOS",7.0,,20.6827,101.994,226.3612892894025,,
5058,Ban Houei,VLHS,18.936111,102.67083000000001,Asia/Vientiane,Ban Houei,Laos,Asia,LA,7668610,Ban Huoeisay Airport,Ban Huoeisay Airport,"Ban Houayxay Airport,Ban Houei Sai Airport,Ban Huay Xai Airport,Ban Huoeisay Airport,HOE,Huoeisay Airport,OUI,VLHS",22.0,,20.26075,100.43669,276.51897995221094,,
5059,Pakse,VLPS,15.136257,105.781296,Asia/Vientiane,Pakse,Laos,Asia,LA,7730219,Pakse International Airport,Pakse International Airport,"Aeroport international de Pakse,Aeropuerto Interncional de Pakse,Aéroport international de Pakse,Bandar Udara Internasional Pakse,Flughafen Pakse,Lapangan Terbang Antarabangsa Pakse,PKZ,Pakse International Airport,San bay quoc te Pakse,Sân bay quốc tế Pakse,VLPS,ba se guo ji ji chang,frwdgah byn‌almlly paksh,mtar baksy aldwly,pagse gugjegonghang,pakuse guo ji kong gang,tha xakasyan nanachati pak se,فرودگاه بین‌المللی پاکسه,مطار باكسي الدولي,ท่าอากาศยานนานาชาติปากเซ,パークセー国際空港,巴色國際機場,팍세 국제공항",2.0,,15.1321,105.781,0.4633286022379444,,
5060,Thakhek,VLTK,17.4,104.816666,Asia/Vientiane,Thakhek,Laos,Asia,LA,6301111,Thakhek,Thakhek,"THK,VLTK",15.0,,17.38046,104.85746,4.843444555390741,,
5061,Saravane,VLSV,15.692778,106.42611000000001,Asia/Vientiane,Saravane,Laos,Asia,LA,6301110,Saravane,Saravane,"VLSV,VNA",19.0,,15.71,106.412,2.4389733498637405,,
5062,Wattay,VLVT,17.975431,102.56772,Asia/Vientiane,Vientiane,Laos,Asia,LA,6301112,Wattay International Airport,Wattay International Airport,"VLVT,VTE,Vientiane,Wattay International Airport",24.0,,17.98832,102.56326,1.5088239822357579,,
5063,Xieng Khouang,VLXK,19.3,103.36667,Asia/Vientiane,Xieng Khouang,Laos,Asia,LA,7731637,Xieng Khouang Airport,Xieng Khouang Airport,"VLXK,XKH,Xieng Khouang Airport,ສະຫນາມບນຊຽງຂວາງ,ສະຫນາມບິນຊຽງຂວາງ",14.0,,19.449479999999998,103.16158,27.186463797344263,,
5064,Sayaboury,VLSB,19.25,101.7,Asia/Vientiane,Sayaboury,Laos,Asia,LA,6301108,Sayaboury Airport,Sayaboury Airport,"Sayaboury,Sayaboury Airport,VLSB,ZBY",13.0,,19.243660000000002,101.70945,1.2170369236961365,,
5065,Savannakhet,VLSK,16.553612,104.7625,Asia/Vientiane,Savannakhet,Laos,Asia,LA,6301109,Savannakhet Airport,Savannakhet Airport,"Savannakhet,Savannakhet Airport,VLSK,ZVK",20.0,,16.55659,104.75953,0.45810782816189566,,
5066,Apolo,SLAP,-14.716667000000001,-68.51666999999999,America/La_Paz,Apolo,Bolivia,South America,BO,6300764,Apolo Airport,Apolo Airport,"APB,SLAP",,,-14.733329999999999,-68.5,2.5781695594304272,,
5067,Ascension,SLAS,-15.916667000000002,-63.15,America/La_Paz,Ascension,Bolivia,South America,BO,6300765,Ascención de Guarayos Airport,Ascencion de Guarayos Airport,"ASC,Aeropuerto Ascencion de Guarayos,Aeropuerto Ascención de Guarayos,Ascencion de Guarayos Airport,Ascención de Guarayos Airport,SLAS",08,,-15.932920000000001,-63.1554,1.8972526447052351,Santa Cruz,
5068,Bermejo,SLBJ,-22.866667,-64.333336,America/La_Paz,Bermejo,Bolivia,South America,BO,7668467,Bermejo Airport,Bermejo Airport,"BJO,SLBJ",09,,-22.7733,-64.3129,10.591124319019697,Tarija,
5069,Yacuiba,SLYA,-21.95,-63.65,America/La_Paz,Yacuiba,Bolivia,South America,BO,6300794,Yacuiba Airport,Yacuiba Airport,"BYC,SLYA,San bay Yacuiba,Sân bay Yacuíba,Yacuiba,Yacuiba Airport",09,603.0,-21.96092,-63.651669999999996,1.2264037960618996,Tarija,
5070,Camiri,SLCA,-20.011110000000002,-63.56111,America/La_Paz,Camiri,Bolivia,South America,BO,6300766,Camiri Airport,Camiri Airport,"Aeropuerto Camiri,CAM,Camiri Airport,SLCA",08,,-20.00917,-63.526509999999995,3.621523668052452,Santa Cruz,
5071,J Wilsterman,SLCB,-17.413954,-66.178894,America/La_Paz,Cochabamba,Bolivia,South America,BO,3919968,Cochabamba,Cochabamba,"CBB,Ciudad Cochabamba,Cochabamba,Kocabamb,Kocabamba,Kochabamba,Kočabamb,Kočabamba,Kuchawampa,Quchapampa,ke qia ban ba,ko cha bam ba,kochabamba,kochabanba,kwchabamba,kwtshabamba,qwzbmbh,Кочабамба,קוצבמבה,كوتشابامبا,کوچابامبا,โกชาบัมบา,ཀོ་ཅ་བང་ལྦ་,კოჩაბამბა,コチャバンバ,科恰班巴,코차밤바",02,,-17.3895,-66.1568,3.590210023316508,Cochabamba,
5072,Concepcion,SLCP,-16.233334,-62.08333199999999,America/La_Paz,Concepcion,Bolivia,South America,BO,6300770,Concepción Airport,Concepcion Airport,"Aeropuerto de Concepcion,Aeropuerto de Concepción,CEP,Concepcion Airport,Concepción Airport,SLCP",08,,-16.1398,-62.02799,11.962305863319042,Santa Cruz,
5073,Capitan Anibal Arab,SLCO,-11.026389,-68.75278,America/La_Paz,Cobija,Bolivia,South America,BO,6300769,Cobija,Cobija,"CIJ,SLCO",,,-11.04044,-68.78296999999999,3.6465945628211585,,
5074,Guayaramerin,SLGY,-10.83,-65.361664,America/La_Paz,Guayaramerin,Bolivia,South America,BO,6300772,Guayaramerín Airport,Guayaramerin Airport,"Aeroport Capitan de Av. Emilio Beltran,Aeroporto Capitao de Av. Emilio Beltran,Aeroporto Capitão de Av. Emilio Beltrán,Aeropuerto Capitan de Av. Emilio Beltran,Aeropuerto Capitán de Av. Emilio Beltrán,Aéroport Capitán de Av. Emilio Beltrán,Capitan de Av. Emilio Beltran Airport,Capitán de Av. Emilio Beltrán Airport,GYA,Guayaramerin Airport,Guayaramerín Airport,SLGY,frwdgah gwayaramryn,فرودگاه گوایارامرین",03,802.0,-10.818,-65.34719,2.0686724486322254,El Beni,
5075,El Alto,SLLP,-16.50889,-68.1769,America/La_Paz,La Paz,Bolivia,South America,BO,3913354,El Alto International Airport,El Alto International Airport,"Aeroport international El Alto,Aeroporto Internacional de El Alto,Aeroporto Internazionale di El Alto,Aeropuerto Internacional El Alto,Altu llaqta antanka panpa,Aéroport international El Alto,Bandar Udara Internasional El Alto,Ehl'-Al'to,El Alto International Airport,El Alto internasjonale flyplass,El Alton kansainvaelinen lentoasema,El Alton kansainvälinen lentoasema,Flughafen El Alto,John F. Kennedy Airport,LPB,La Paz International Airport,Lapangan Terbang Antarabangsa El Alto,Mezhdunarodnyj aehroport Ehl'-Al'to,Port lotniczy El Alto,SLLP,San bay quoc te El Alto,Sân bay quốc tế El Alto,ala elto hava'i adda,ao er tuo guo ji ji chang,el-alto gugjegonghang,eru・aruto guo ji kong gang,frwdgah byn‌almlly al altw,Международный аэропорт Эль-Альто,Фурудгоҳи бин‌алмилалӣ ил олту,Эль-Альто,فرودگاه بین‌المللی ال آلتو,अल एल्टो हवाई अड्डा,エル・アルト国際空港,奧爾托國際機場,엘알토 국제공항",04,,-16.51334,-68.19226,1.7106558859042897,La Paz,
5076,Magdalena,SLMG,-13.325277999999999,-64.124725,America/La_Paz,Magdalena,Bolivia,South America,BO,6300777,Magdalena Airport,Magdalena Airport,"MGD,SLMG",03,,-13.257,-64.063,10.112328595623444,El Beni,
5077,Monteagudo,SLAG,-19.8325,-63.966667,America/La_Paz,Monteagudo,Bolivia,South America,BO,7731273,Monteagudo Airport,Monteagudo Airport,"MHW,SLAG",01,,-19.827,-63.961000000000006,0.8517084581908169,Chuquisaca,
5078,San Matias,SLTI,-16.334444,-58.385555000000004,America/La_Paz,San Matias,Bolivia,South America,BO,7731290,San Matías Airport,San Matias Airport,"MQK,SLTI",08,,-16.3392,-58.4019,1.8225169856776602,Santa Cruz,
5079,Oruro,SLOR,-17.964167,-67.08083,America/La_Paz,Oruro,Bolivia,South America,BO,6300778,Oruro Airport,Oruro Airport,"ORU,SLOR",,,-17.96259,-67.07624,0.516202877083692,,
5080,Potosi,SLPO,-19.543056,-65.72361,America/La_Paz,Potosi,Bolivia,South America,BO,6300779,Captain Nicolas Rojas Airport,Captain Nicolas Rojas Airport,"POI,SLPO",,,-19.54307,-65.72371,0.010593918625446438,,
5081,Puerto Suarez,SLPS,-18.966667,-57.8,America/La_Paz,Puerto Suarez,Bolivia,South America,BO,6300780,Puerto Suarez,Puerto Suarez,"PSZ,SLPS",,,-18.975279999999998,-57.82059,2.3675095793913656,,
5082,Puerto Rico,SLPR,-11.1125,-67.52,America/La_Paz,Puerto Rico,Bolivia,South America,BO,7731417,Puerto Rico Airport,Puerto Rico Airport,"PUR,SLPR",06,,-11.107660000000001,-67.55116,3.442235504585602,Pando,
5083,Robore,SLRB,-18.344444,-59.755280000000006,America/La_Paz,Robore,Bolivia,South America,BO,6300781,Robore Airport,Robore Airport,"Aeropuerto Robore,RBO,SLRB",08,,-18.32474,-59.768190000000004,2.5801659353341972,Santa Cruz,
5084,Rurrenabaque,SLRQ,-14.45,-67.55,America/La_Paz,Rurrenabaque,Bolivia,South America,BO,6300783,Rurrenabaque,Rurrenabaque,"RBQ,SLRQ",03,,-14.427370000000002,-67.50069,5.875923469797575,El Beni,
5085,Reyes,SLRY,-14.316667,-67.26666999999999,America/La_Paz,Reyes,Bolivia,South America,BO,6300784,Reyes Airport,Reyes Airport,"Aeroport de Reyes,Aeropuerto de Reyes,Aéroport de Reyes,Flugplatz Reyes,REY,Reyes Airport,SLRY",03,3915596.0,-14.30553,-67.35406,9.496875952074637,El Beni,
5086,Gen Buech,SLRI,-11.006944,-66.093056,America/La_Paz,Riberalta,Bolivia,South America,BO,6300782,Riberalta,Riberalta,"RIB,SLRI",,,-11.0,-66.11667,2.6906580239628095,,
5087,Yacuma,SLSA,-13.716667000000001,-65.45,America/La_Paz,Santa Ana,Bolivia,South America,BO,6300785,Santa Ana,Santa Ana,"SBL,SLSA",,,-13.762210000000001,-65.43516,5.311782838127969,,
5088,San Joaquin,SLJO,-13.083333,-64.8,America/La_Paz,San Joaquin,Bolivia,South America,BO,6300774,San Joaquín Airport,San Joaquin Airport,"Aeropuerto de San Joaquin,Aeropuerto de San Joaquín,SJB,SLJO,San Joaquin Airport,San Joaquín Airport",03,,-13.067,-64.675,13.66029856969111,El Beni,
5089,San Jose,SLJE,-17.827223,-60.738335,America/La_Paz,San Jose,Bolivia,South America,BO,6300773,San Jose De Chiquitos,San Jose De Chiquitos,"Aeropuerto San Jose de Chiquitos,Aeropuerto San José de Chiquitos,SJS,SLJE",08,,-17.832,-60.743,0.7252590355366825,Santa Cruz,
5090,San Javier,SLJV,-16.233334,-62.41666800000001,America/La_Paz,San Javier,Bolivia,South America,BO,6300775,San Javier Airport,San Javier Airport,"Aeropuerto de San Javier,SJV,SLJV,San Javier Airport",08,,-16.265929999999997,-62.47054,6.797874132551039,Santa Cruz,
5091,San Ignacio De Velasco,SLSI,-16.383057,-60.97639,America/La_Paz,San Ignacio De Velasco,Bolivia,South America,BO,6300787,San Ignacio De Velasco,San Ignacio De Velasco,"Aeropuerto Capitan Av. Juan Cochamanidis,Aeropuerto Capitán Av. Juan Cochamanidis,Capitan Av. Juan Cochamanidis Airport,Capitán Av. Juan Cochamanidis Airport,SLSI,SNG",,,-16.383329999999997,-60.96666999999999,1.0373757783359543,,
5092,San Ignacio De M,SLSM,-14.966389000000001,-65.63556,America/La_Paz,San Ignacio De M,Bolivia,South America,BO,6300788,San Ignacio de Moxos Airport,San Ignacio de Moxos Airport,"Aeropuerto de San Ignacio de Moxos,SLSM,SNM,San Ignacio de Moxos Airport",03,,-14.967,-65.633,0.2832707686703316,El Beni,
5093,Santa Rosa,SLSR,-10.6,-67.333336,America/La_Paz,Santa Rosa,Bolivia,South America,BO,7731510,Santa Rosa De Yacuma Airport,Santa Rosa De Yacuma Airport,"SLSR,SRB,Santa Rosa Airport",03,,-14.0662,-66.7868,389.9685646208324,El Beni,
5094,San Ramon,SLRA,-13.283332999999999,-64.71667,America/La_Paz,San Ramon,Bolivia,South America,BO,7731511,San Ramón Airport,San Ramon Airport,"SLRA,SRD",03,,-13.2639,-64.6039,12.394291444465566,El Beni,
5095,Juana Azurduy de Padilla,SLSU,-19.007778,-65.30167,America/La_Paz,Sucre,Bolivia,South America,BO,6300789,Juana Azurduy de Padilla International Airport (historical),Juana Azurduy de Padilla International Airport (historical),"Aeroport Juana Azurduy de Padilla,Aeropuerto Internacional Juana Azurduy de Padilla,Aéroport Juana Azurduy de Padilla,Juana Azurduy de Padilla International Airport,SLSU,SRE,Sucre Airport",01,,-19.00708,-65.28875,1.3605252020557477,Chuquisaca,
5096,Capitan G Q Guardia,SLSB,-14.816667,-66.833336,America/La_Paz,San Borja,Bolivia,South America,BO,6300786,Capitán Germán Quiroga Guardia Airport,Capitan German Quiroga Guardia Airport,"Aeropuerto Capitan German Quiroga Guardia,Aeropuerto Capitán Germán Quiroga Guardia,Capitan German Quiroga Guardia Airport,Capitán Germán Quiroga Guardia Airport,SLSB,SRJ",03,,-14.8577,-66.737,11.315578044753236,El Beni,
5097,El Trompillo,SLET,-17.804167,-63.1725,America/La_Paz,Santa Cruz,Bolivia,South America,BO,6300771,El Trompillo Airport,El Trompillo Airport,"Aeropuerto El Trompillo,El Trompillo Airport,SLET,SRZ,Santa Cruz Airport",08,,-17.81158,-63.17148,0.8313322334137104,Santa Cruz,
5098,Viru Viru International,SLVR,-17.648232999999998,-63.140488,America/La_Paz,Santa Cruz,Bolivia,South America,BO,6300793,Viru Viru International Airport,Viru Viru International Airport,"Aeroport international de Viru Viru,Aeroporto Internacional Viru Viru,Aeroporto Internazionale Viru Viru,Aeropuerto Internacional Viru Viru,Aéroport international de Viru Viru,Bandar Udara Internasional Viru Viru,Flughafen Viru Viru,Lapangan Terbang Antarabangsa Viru Viru,Port lotniczy Viru Viru,SLVR,San bay quoc te Viru Viru,Sân bay quốc tế Viru Viru,VVI,Viru Viru International Airport,Viru Virun kansainvaelinen lentoasema,Viru Virun kansainvälinen lentoasema,Wiru Wiru antanka pampa,bilubilu gugjegonghang,birubiru guo ji kong gang,Фурудгоҳи Байн‌алмиллалии Виру Виру,فرودگاه بین‌المللی ویرو ویرو,ビルビル国際空港,비루비루 국제공항",08,,-17.64476,-63.13536,0.6666289622612709,Santa Cruz,
5099,Trinidad,SLTR,-14.822613,-64.91931,America/La_Paz,Trinidad,Bolivia,South America,BO,6300791,Teniente Jorge Henrich Arauz Airport,Teniente Jorge Henrich Arauz Airport,"Aeroport Teniente Jorge Henrich Arauz,Aeropuerto Teniente Jorge Henrich Arauz,Aéroport Teniente Jorge Henrich Arauz,SLTR,TDD,Teniente Jorge Henrich Arauz Airport",03,,-14.81874,-64.91802,0.45243343929822594,El Beni,
5100,Tarija,SLTJ,-21.554167,-64.745834,America/La_Paz,Tarija,Bolivia,South America,BO,6300790,Tarija Airport,Tarija Airport,"SLTJ,TJA",,,-21.55574,-64.70132,4.606902540378776,,
5101,Vallegrande,SLVG,-18.483334,-64.1,America/La_Paz,Vallegrande,Bolivia,South America,BO,7731594,Capitán Av. Vidal Villagomez Toledo Airport,Capitan Av. Vidal Villagomez Toledo Airport,"Aeropuerto Capitan Av. Vidal Villagomez Toledo,Aeropuerto Capitán Av. Vidal Villagomez Toledo,SLVG,VAH",08,,-18.4825,-64.0994,0.11226711274869153,Santa Cruz,
5102,Villamontes,SLVM,-21.25,-63.5,America/La_Paz,Villamontes,Bolivia,South America,BO,6300792,Villamontes,Villamontes,"SLVM,VLM",,,-21.255229999999997,-63.405609999999996,9.799176402484777,,
5103,Nampula,FQNP,-15.101667,39.287224,Africa/Maputo,Nampula,Mozambique,Africa,MZ,1092770,Nampula Airport,Nampula Airport,"APL,FQNP",6.0,,-15.10639,39.2925,0.7724088041069368,,
5104,Beira,FQBR,-19.798804999999998,34.901920000000004,Africa/Maputo,Beira,Mozambique,Africa,MZ,1098915,Beira Airport,Beira Airport,"BEW,FQBR",5.0,,-19.793329999999997,34.918890000000005,1.876942721588576,,
5105,Cuamba,FQCB,-14.805278,36.526943,Africa/Maputo,Cuamba,Mozambique,Africa,MZ,6297081,Cuamba Airport,Cuamba Airport,"Aeroport de Cuamba,Aéroport de Cuamba,Cuamba Airport,FQCB,FXO",7.0,,-14.817039999999999,36.52928,1.3317870835828016,,
5106,Inhaca,FQIA,-26.0,32.933334,Africa/Maputo,Inhaca,Mozambique,Africa,MZ,1045194,Inhaca,Inhaca,"IHC,Inhaca,Portinho da Inhaca",4.0,,-26.007579999999997,32.932809999999996,0.8444839679038649,,
5107,Inhambane,FQIN,-23.874443,35.408333,Africa/Maputo,Inhambane,Mozambique,Africa,MZ,1103279,Inhambane,Inhambane,"FQIN,INH",3.0,,-23.87643,35.40854,0.22194488937825543,,
5109,Mocimboa Praia,FQMP,-11.356111,40.354168,Africa/Maputo,Mocimboa Praia,Mozambique,Africa,MZ,1085265,Mocímboa da Praia Airport,Mocimboa da Praia Airport,"FQMP,Lapangan Terbang Mocimboa Da Praia,MZB,Mocimboa da Praia Airport,Mocímboa da Praia Airport,frwdgah mwchymbwa da praya,فرودگاه موچیمبوا دا پرایا",1.0,,-11.359000000000002,40.35622,0.39145921328961364,,
5110,Porto Amelia,FQPB,-12.988333,40.5225,Africa/Maputo,Pemba,Mozambique,Africa,MZ,6297089,Pemba Airport,Pemba Airport,"FQPB,POL",,,-12.98675,40.522490000000005,0.17602514674979214,,
5111,Matundo,FQTT,-16.103333,33.63889,Africa/Maputo,Tete,Mozambique,Africa,MZ,6301546,Chingozi Airport,Chingozi Airport,"Chingozi Airport,FQTT,TET,Tete / Chingozi",,,-16.10482,33.64018,0.21524883090611285,,
5112,Quelimane,FQQL,-17.847220999999998,36.865555,Africa/Maputo,Quelimane,Mozambique,Africa,MZ,1095978,Quelimane Airport,Quelimane Airport,"FQQL,Port lotniczy Quelimane,Quelimane,Quelimane Airport,UEL",9.0,,-17.8555,36.86911,0.9945108221653638,,
5113,Vilanculos,FQVL,-22.016666,35.283333,Africa/Maputo,Vilanculos,Mozambique,Africa,MZ,1099900,Vilanculos Airport,Vilanculos Airport,"Aeroport de Vilanculos,Aéroport de Vilanculos,FQVL,VNX,Vilankulo Airport",3.0,,-22.01778,35.31222,2.980413533383598,,
5114,Chimoio,FQCH,-19.133333,33.483334,Africa/Maputo,Chimoio,Mozambique,Africa,MZ,6297082,Chimoio,Chimoio,"FQCH,VPY",,,-19.15127,33.42896,6.050030409414622,,
5115,Lichinga,FQLC,-13.283332999999999,35.25,Africa/Maputo,Lichinga,Mozambique,Africa,MZ,1087469,Lichinga,Lichinga,"FQLC,VXC",7.0,,-13.275279999999999,35.26667,2.014067786260928,,
5116,Faleolo,NSFA,-13.832792999999999,-171.99723999999998,Pacific/Apia,Apia,Samoa,Oceania,WS,6299961,Faleolo International Airport,Faleolo International Airport,"APW,NSFA",1.0,,-13.829970000000001,-172.00834,1.238902844277041,,
5117,Fagali I,NSAP,-13.833332999999998,-171.73334,Pacific/Apia,Apia,Samoa,Oceania,WS,7667884,Fagali'i Airport,Fagali'i Airport,"Aeroport de Fagali'i,Aéroport de Fagali'i,FGI,Fagali'i Airport,NSFI,fa jia li ji chang,法加利機場",10.0,,-13.848329999999999,-171.74166,1.8941418289882512,,
5118,Maota Savaii Island,NSMA,-13.716667000000001,-172.23334,Pacific/Apia,Maota Savaii Island,Samoa,Oceania,WS,7667898,Maota Airport,Maota Airport,"MXS,NSMA",,,-13.742220000000001,-172.25833,3.9191784771233067,,
5119,Arecibo,TJAB,18.45,-66.67583499999999,America/Puerto_Rico,Arecibo,Puerto Rico,North America,PR,4562635,Arecibo,Arecibo,"ARE,Arecivo,Arezibo,Ariezibo,Arrec2 bo,El Arecibo,La Ribera del A recibo,La Villa del Capitan Correa",013,7268205.0,18.47245,-66.71573000000001,4.892601436799699,Arecibo,
5120,Borinquen,TJBQ,18.495832,-67.13,America/Puerto_Rico,Aguadilla,Puerto Rico,North America,PR,4567576,Rafael Hernandez Airport,Rafael Hernandez Airport,"Aeropuerto Rafael Hernandez,BQN,TJBQ",005,7268597.0,18.49331,-67.13471,0.5703809479096303,Aguadilla,
5121,Culebra,TJCP,18.3,-65.316666,America/Puerto_Rico,Culebra,Puerto Rico,North America,PR,4564070,Culebra,Culebra,"CPX,Da Town,Dewey,El Pueblo,Playa Sardina,Puebla",049,7268134.0,18.30301,-65.30099,1.6884294964872755,Culebra,
